CVI,CVI_B2_B8_B11,-0.20289256198347116,-0.1734546206326235,-0.32826747720364746,-0.19881744271988175,-0.23809523809523805,-0.16812780050652643,-0.2177009155645982,-0.21935853379152348,-0.1711920529801324,-0.20627943485086336,-0.2599667774086379,-0.24324324324324323,-0.22715765247410818,-0.17949615115465364,-0.17394695787831516,-0.25520620661494486,,,,,,-0.27747822480298634,-0.2427416941035618,-0.24653739612188366,-0.23063937539565318,-0.2241943017281644,-0.3047684865238424,-0.2916436081903708,-0.2317849563782127,,,,-0.20554184854811156,-0.21558059774620283,-0.2322429906542056,,,,,,-0.16147859922178986,-0.21074668527564547,-0.3014203051025776,-0.25287356321839083,-0.2542565266742339,-0.17327459618208516,-0.1864877371587228,-0.21744220076090132,-0.2040712468193384,-0.18371040723981902,-0.22075782537067543,-0.22702873381749292,-0.14006274220335854,-0.21027522935779816,-0.173545966228893,-0.21428571428571436,-0.20895119978430848,-0.24430176565008027,-0.22724419334588827,-0.23341094295692663,-0.14101228910643612,-0.18739865647440346,-0.19168466522678188,-0.24650528469144217,-0.18195321203119205,-0.2008942829766848,-0.3019017432646593,-0.19368723098995694,-0.21945701357466063,-0.1651090342679128,-0.21862237952627286,-0.2181403597669116,-0.21004243281471008,-0.19439252336448598,-0.19723677941877085,-0.227889564810482,-0.1903416388389417,-0.17164855072463764,-0.16400692174581813,-0.22354305595824878,-0.23732856290995816,-0.220442930153322,-0.1586555836646187,-0.2166998011928429,-0.1736434108527132,-0.20296215030170042,-0.17407213800313642,-0.19397898324339677,-0.21483771251931996,-0.19765739385065884,-0.21447721179624665,-0.21168305378831692,-0.19188544152744627,-0.21156626506024098,-0.22304439746300214,-0.19356411506582155,-0.17859007832898177,-0.2222222222222222,-0.21771413418191463,-0.17742973610813126,-0.1986091225199427,-0.2368932038834951,-0.19375412359797667,-0.25736738703339884,-0.23519342690859296,-0.21900161030595816,-0.16541083602439896,-0.20907538424005856,-0.23447573803868343,-0.205078125,-0.22338690892150015
BSI,BSI_B2_B8_B12,0.6626588801099278,0.704369274136716,0.505720823798627,0.6683107274969174,0.6153846153846154,0.7121414276184123,0.642439431913116,0.6402066697980272,0.7076618603336161,0.6579906298802708,0.5873434410019776,0.6086956521739131,0.6297824456114028,0.6956392761791752,0.7036544850498339,0.5933636955107352,,,,,,0.5655844155844155,0.6093448940269749,0.6044444444444445,0.6251714677640603,0.6337275848912629,0.5328389830508474,0.5484147386461011,0.6236600306278713,,,,0.6590050377833754,0.645304312777106,0.6230565036025787,,,,,,0.7219430485762144,0.6518731988472624,0.5367825383993533,0.5963302752293578,0.5945701357466063,0.704630788485607,0.6856474258970359,0.6427884615384616,0.6610312764158919,0.6896024464831804,0.6383265856950068,0.6299536798764797,0.7542894140498544,0.6525166767738023,0.704236610711431,0.6470588235294117,0.6543264942016057,0.6073271413828689,0.6296675191815857,0.6215195847097688,0.7528294998174516,0.684354272337105,0.6782963298595378,0.6044857768052517,0.692114357524348,0.6654255319148935,0.5362142422398052,0.6754807692307693,0.640074211502783,0.7165775401069518,0.6411974977658623,0.641846921797005,0.6528345996493279,0.6744913928012519,0.6705133306804616,0.6288109756097561,0.6801899007337073,0.7069965210668729,0.7182028410967954,0.6345971563981042,0.6163855421686748,0.638749302065885,0.72613849033063,0.6437908496732027,0.7040951122853368,0.6625626994984041,0.703472840605521,0.6750713606089439,0.6463104325699746,0.6699266503667483,0.6467991169977925,0.6505966587112172,0.6780136163396075,0.6507557677008751,0.6352636127917026,0.6756535947712419,0.696942844483828,0.6363636363636364,0.6424216027874564,0.6986151603498543,0.6686006825938566,0.6169544740973313,0.6753868828297716,0.590625,0.6191796008869179,0.6406869220607662,0.7161330049261084,0.6541565778853914,0.6201209455744915,0.6596434359805511,0.6348057882711348
mSR,mSR_B2_B8_B12,-0.20289256198347116,-0.1734546206326235,-0.32826747720364746,-0.19881744271988175,-0.23809523809523805,-0.16812780050652643,-0.2177009155645982,-0.21935853379152348,-0.1711920529801324,-0.20627943485086336,-0.2599667774086379,-0.24324324324324323,-0.22715765247410818,-0.17949615115465364,-0.17394695787831516,-0.25520620661494486,,,,,,-0.27747822480298634,-0.2427416941035618,-0.24653739612188366,-0.23063937539565318,-0.2241943017281644,-0.3047684865238424,-0.2916436081903708,-0.2317849563782127,,,,-0.20554184854811156,-0.21558059774620283,-0.2322429906542056,,,,,,-0.16147859922178986,-0.21074668527564547,-0.3014203051025776,-0.25287356321839083,-0.2542565266742339,-0.17327459618208516,-0.1864877371587228,-0.21744220076090132,-0.2040712468193384,-0.18371040723981902,-0.22075782537067543,-0.22702873381749292,-0.14006274220335854,-0.21027522935779816,-0.173545966228893,-0.21428571428571436,-0.20895119978430848,-0.24430176565008027,-0.22724419334588827,-0.23341094295692663,-0.14101228910643612,-0.18739865647440346,-0.19168466522678188,-0.24650528469144217,-0.18195321203119205,-0.2008942829766848,-0.3019017432646593,-0.19368723098995694,-0.21945701357466063,-0.1651090342679128,-0.21862237952627286,-0.2181403597669116,-0.21004243281471008,-0.19439252336448598,-0.19723677941877085,-0.227889564810482,-0.1903416388389417,-0.17164855072463764,-0.16400692174581813,-0.22354305595824878,-0.23732856290995816,-0.220442930153322,-0.1586555836646187,-0.2166998011928429,-0.1736434108527132,-0.20296215030170042,-0.17407213800313642,-0.19397898324339677,-0.21483771251931996,-0.19765739385065884,-0.21447721179624665,-0.21168305378831692,-0.19188544152744627,-0.21156626506024098,-0.22304439746300214,-0.19356411506582155,-0.17859007832898177,-0.2222222222222222,-0.21771413418191463,-0.17742973610813126,-0.1986091225199427,-0.2368932038834951,-0.19375412359797667,-0.25736738703339884,-0.23519342690859296,-0.21900161030595816,-0.16541083602439896,-0.20907538424005856,-0.23447573803868343,-0.205078125,-0.22338690892150015
BSITian,BSITian_B2_B8_B12,-0.20289256198347116,-0.1734546206326235,-0.32826747720364746,-0.19881744271988175,-0.23809523809523805,-0.16812780050652643,-0.2177009155645982,-0.21935853379152348,-0.1711920529801324,-0.20627943485086336,-0.2599667774086379,-0.24324324324324323,-0.22715765247410818,-0.17949615115465364,-0.17394695787831516,-0.25520620661494486,,,,,,-0.27747822480298634,-0.2427416941035618,-0.24653739612188366,-0.23063937539565318,-0.2241943017281644,-0.3047684865238424,-0.2916436081903708,-0.2317849563782127,,,,-0.20554184854811156,-0.21558059774620283,-0.2322429906542056,,,,,,-0.16147859922178986,-0.21074668527564547,-0.3014203051025776,-0.25287356321839083,-0.2542565266742339,-0.17327459618208516,-0.1864877371587228,-0.21744220076090132,-0.2040712468193384,-0.18371040723981902,-0.22075782537067543,-0.22702873381749292,-0.14006274220335854,-0.21027522935779816,-0.173545966228893,-0.21428571428571436,-0.20895119978430848,-0.24430176565008027,-0.22724419334588827,-0.23341094295692663,-0.14101228910643612,-0.18739865647440346,-0.19168466522678188,-0.24650528469144217,-0.18195321203119205,-0.2008942829766848,-0.3019017432646593,-0.19368723098995694,-0.21945701357466063,-0.1651090342679128,-0.21862237952627286,-0.2181403597669116,-0.21004243281471008,-0.19439252336448598,-0.19723677941877085,-0.227889564810482,-0.1903416388389417,-0.17164855072463764,-0.16400692174581813,-0.22354305595824878,-0.23732856290995816,-0.220442930153322,-0.1586555836646187,-0.2166998011928429,-0.1736434108527132,-0.20296215030170042,-0.17407213800313642,-0.19397898324339677,-0.21483771251931996,-0.19765739385065884,-0.21447721179624665,-0.21168305378831692,-0.19188544152744627,-0.21156626506024098,-0.22304439746300214,-0.19356411506582155,-0.17859007832898177,-0.2222222222222222,-0.21771413418191463,-0.17742973610813126,-0.1986091225199427,-0.2368932038834951,-0.19375412359797667,-0.25736738703339884,-0.23519342690859296,-0.21900161030595816,-0.16541083602439896,-0.20907538424005856,-0.23447573803868343,-0.205078125,-0.22338690892150015
CVI,CVI_B2_B8_B12,-0.20289256198347116,-0.1734546206326235,-0.32826747720364746,-0.19881744271988175,-0.23809523809523805,-0.16812780050652643,-0.2177009155645982,-0.21935853379152348,-0.1711920529801324,-0.20627943485086336,-0.2599667774086379,-0.24324324324324323,-0.22715765247410818,-0.17949615115465364,-0.17394695787831516,-0.25520620661494486,,,,,,-0.27747822480298634,-0.2427416941035618,-0.24653739612188366,-0.23063937539565318,-0.2241943017281644,-0.3047684865238424,-0.2916436081903708,-0.2317849563782127,,,,-0.20554184854811156,-0.21558059774620283,-0.2322429906542056,,,,,,-0.16147859922178986,-0.21074668527564547,-0.3014203051025776,-0.25287356321839083,-0.2542565266742339,-0.17327459618208516,-0.1864877371587228,-0.21744220076090132,-0.2040712468193384,-0.18371040723981902,-0.22075782537067543,-0.22702873381749292,-0.14006274220335854,-0.21027522935779816,-0.173545966228893,-0.21428571428571436,-0.20895119978430848,-0.24430176565008027,-0.22724419334588827,-0.23341094295692663,-0.14101228910643612,-0.18739865647440346,-0.19168466522678188,-0.24650528469144217,-0.18195321203119205,-0.2008942829766848,-0.3019017432646593,-0.19368723098995694,-0.21945701357466063,-0.1651090342679128,-0.21862237952627286,-0.2181403597669116,-0.21004243281471008,-0.19439252336448598,-0.19723677941877085,-0.227889564810482,-0.1903416388389417,-0.17164855072463764,-0.16400692174581813,-0.22354305595824878,-0.23732856290995816,-0.220442930153322,-0.1586555836646187,-0.2166998011928429,-0.1736434108527132,-0.20296215030170042,-0.17407213800313642,-0.19397898324339677,-0.21483771251931996,-0.19765739385065884,-0.21447721179624665,-0.21168305378831692,-0.19188544152744627,-0.21156626506024098,-0.22304439746300214,-0.19356411506582155,-0.17859007832898177,-0.2222222222222222,-0.21771413418191463,-0.17742973610813126,-0.1986091225199427,-0.2368932038834951,-0.19375412359797667,-0.25736738703339884,-0.23519342690859296,-0.21900161030595816,-0.16541083602439896,-0.20907538424005856,-0.23447573803868343,-0.205078125,-0.22338690892150015
BSI,BSI_B2_B8A_B3,0.6626588801099278,0.704369274136716,0.505720823798627,0.6683107274969174,0.6153846153846154,0.7121414276184123,0.642439431913116,0.6402066697980272,0.7076618603336161,0.6579906298802708,0.5873434410019776,0.6086956521739131,0.6297824456114028,0.6956392761791752,0.7036544850498339,0.5933636955107352,,,,,,0.5655844155844155,0.6093448940269749,0.6044444444444445,0.6251714677640603,0.6337275848912629,0.5328389830508474,0.5484147386461011,0.6236600306278713,,,,0.6590050377833754,0.645304312777106,0.6230565036025787,,,,,,0.7219430485762144,0.6518731988472624,0.5367825383993533,0.5963302752293578,0.5945701357466063,0.704630788485607,0.6856474258970359,0.6427884615384616,0.6610312764158919,0.6896024464831804,0.6383265856950068,0.6299536798764797,0.7542894140498544,0.6525166767738023,0.704236610711431,0.6470588235294117,0.6543264942016057,0.6073271413828689,0.6296675191815857,0.6215195847097688,0.7528294998174516,0.684354272337105,0.6782963298595378,0.6044857768052517,0.692114357524348,0.6654255319148935,0.5362142422398052,0.6754807692307693,0.640074211502783,0.7165775401069518,0.6411974977658623,0.641846921797005,0.6528345996493279,0.6744913928012519,0.6705133306804616,0.6288109756097561,0.6801899007337073,0.7069965210668729,0.7182028410967954,0.6345971563981042,0.6163855421686748,0.638749302065885,0.72613849033063,0.6437908496732027,0.7040951122853368,0.6625626994984041,0.703472840605521,0.6750713606089439,0.6463104325699746,0.6699266503667483,0.6467991169977925,0.6505966587112172,0.6780136163396075,0.6507557677008751,0.6352636127917026,0.6756535947712419,0.696942844483828,0.6363636363636364,0.6424216027874564,0.6986151603498543,0.6686006825938566,0.6169544740973313,0.6753868828297716,0.590625,0.6191796008869179,0.6406869220607662,0.7161330049261084,0.6541565778853914,0.6201209455744915,0.6596434359805511,0.6348057882711348
BSI,BSI_B2_B8A_B4,0.6626588801099278,0.704369274136716,0.505720823798627,0.6683107274969174,0.6153846153846154,0.7121414276184123,0.642439431913116,0.6402066697980272,0.7076618603336161,0.6579906298802708,0.5873434410019776,0.6086956521739131,0.6297824456114028,0.6956392761791752,0.7036544850498339,0.5933636955107352,,,,,,0.5655844155844155,0.6093448940269749,0.6044444444444445,0.6251714677640603,0.6337275848912629,0.5328389830508474,0.5484147386461011,0.6236600306278713,,,,0.6590050377833754,0.645304312777106,0.6230565036025787,,,,,,0.7219430485762144,0.6518731988472624,0.5367825383993533,0.5963302752293578,0.5945701357466063,0.704630788485607,0.6856474258970359,0.6427884615384616,0.6610312764158919,0.6896024464831804,0.6383265856950068,0.6299536798764797,0.7542894140498544,0.6525166767738023,0.704236610711431,0.6470588235294117,0.6543264942016057,0.6073271413828689,0.6296675191815857,0.6215195847097688,0.7528294998174516,0.684354272337105,0.6782963298595378,0.6044857768052517,0.692114357524348,0.6654255319148935,0.5362142422398052,0.6754807692307693,0.640074211502783,0.7165775401069518,0.6411974977658623,0.641846921797005,0.6528345996493279,0.6744913928012519,0.6705133306804616,0.6288109756097561,0.6801899007337073,0.7069965210668729,0.7182028410967954,0.6345971563981042,0.6163855421686748,0.638749302065885,0.72613849033063,0.6437908496732027,0.7040951122853368,0.6625626994984041,0.703472840605521,0.6750713606089439,0.6463104325699746,0.6699266503667483,0.6467991169977925,0.6505966587112172,0.6780136163396075,0.6507557677008751,0.6352636127917026,0.6756535947712419,0.696942844483828,0.6363636363636364,0.6424216027874564,0.6986151603498543,0.6686006825938566,0.6169544740973313,0.6753868828297716,0.590625,0.6191796008869179,0.6406869220607662,0.7161330049261084,0.6541565778853914,0.6201209455744915,0.6596434359805511,0.6348057882711348
BSI,BSI_B2_B8A_B5,0.6626588801099278,0.704369274136716,0.505720823798627,0.6683107274969174,0.6153846153846154,0.7121414276184123,0.642439431913116,0.6402066697980272,0.7076618603336161,0.6579906298802708,0.5873434410019776,0.6086956521739131,0.6297824456114028,0.6956392761791752,0.7036544850498339,0.5933636955107352,,,,,,0.5655844155844155,0.6093448940269749,0.6044444444444445,0.6251714677640603,0.6337275848912629,0.5328389830508474,0.5484147386461011,0.6236600306278713,,,,0.6590050377833754,0.645304312777106,0.6230565036025787,,,,,,0.7219430485762144,0.6518731988472624,0.5367825383993533,0.5963302752293578,0.5945701357466063,0.704630788485607,0.6856474258970359,0.6427884615384616,0.6610312764158919,0.6896024464831804,0.6383265856950068,0.6299536798764797,0.7542894140498544,0.6525166767738023,0.704236610711431,0.6470588235294117,0.6543264942016057,0.6073271413828689,0.6296675191815857,0.6215195847097688,0.7528294998174516,0.684354272337105,0.6782963298595378,0.6044857768052517,0.692114357524348,0.6654255319148935,0.5362142422398052,0.6754807692307693,0.640074211502783,0.7165775401069518,0.6411974977658623,0.641846921797005,0.6528345996493279,0.6744913928012519,0.6705133306804616,0.6288109756097561,0.6801899007337073,0.7069965210668729,0.7182028410967954,0.6345971563981042,0.6163855421686748,0.638749302065885,0.72613849033063,0.6437908496732027,0.7040951122853368,0.6625626994984041,0.703472840605521,0.6750713606089439,0.6463104325699746,0.6699266503667483,0.6467991169977925,0.6505966587112172,0.6780136163396075,0.6507557677008751,0.6352636127917026,0.6756535947712419,0.696942844483828,0.6363636363636364,0.6424216027874564,0.6986151603498543,0.6686006825938566,0.6169544740973313,0.6753868828297716,0.590625,0.6191796008869179,0.6406869220607662,0.7161330049261084,0.6541565778853914,0.6201209455744915,0.6596434359805511,0.6348057882711348
BSI,BSI_B2_B8A_B6,0.6626588801099278,0.704369274136716,0.505720823798627,0.6683107274969174,0.6153846153846154,0.7121414276184123,0.642439431913116,0.6402066697980272,0.7076618603336161,0.6579906298802708,0.5873434410019776,0.6086956521739131,0.6297824456114028,0.6956392761791752,0.7036544850498339,0.5933636955107352,,,,,,0.5655844155844155,0.6093448940269749,0.6044444444444445,0.6251714677640603,0.6337275848912629,0.5328389830508474,0.5484147386461011,0.6236600306278713,,,,0.6590050377833754,0.645304312777106,0.6230565036025787,,,,,,0.7219430485762144,0.6518731988472624,0.5367825383993533,0.5963302752293578,0.5945701357466063,0.704630788485607,0.6856474258970359,0.6427884615384616,0.6610312764158919,0.6896024464831804,0.6383265856950068,0.6299536798764797,0.7542894140498544,0.6525166767738023,0.704236610711431,0.6470588235294117,0.6543264942016057,0.6073271413828689,0.6296675191815857,0.6215195847097688,0.7528294998174516,0.684354272337105,0.6782963298595378,0.6044857768052517,0.692114357524348,0.6654255319148935,0.5362142422398052,0.6754807692307693,0.640074211502783,0.7165775401069518,0.6411974977658623,0.641846921797005,0.6528345996493279,0.6744913928012519,0.6705133306804616,0.6288109756097561,0.6801899007337073,0.7069965210668729,0.7182028410967954,0.6345971563981042,0.6163855421686748,0.638749302065885,0.72613849033063,0.6437908496732027,0.7040951122853368,0.6625626994984041,0.703472840605521,0.6750713606089439,0.6463104325699746,0.6699266503667483,0.6467991169977925,0.6505966587112172,0.6780136163396075,0.6507557677008751,0.6352636127917026,0.6756535947712419,0.696942844483828,0.6363636363636364,0.6424216027874564,0.6986151603498543,0.6686006825938566,0.6169544740973313,0.6753868828297716,0.590625,0.6191796008869179,0.6406869220607662,0.7161330049261084,0.6541565778853914,0.6201209455744915,0.6596434359805511,0.6348057882711348
BSI,BSI_B2_B8A_B7,0.6626588801099278,0.704369274136716,0.505720823798627,0.6683107274969174,0.6153846153846154,0.7121414276184123,0.642439431913116,0.6402066697980272,0.7076618603336161,0.6579906298802708,0.5873434410019776,0.6086956521739131,0.6297824456114028,0.6956392761791752,0.7036544850498339,0.5933636955107352,,,,,,0.5655844155844155,0.6093448940269749,0.6044444444444445,0.6251714677640603,0.6337275848912629,0.5328389830508474,0.5484147386461011,0.6236600306278713,,,,0.6590050377833754,0.645304312777106,0.6230565036025787,,,,,,0.7219430485762144,0.6518731988472624,0.5367825383993533,0.5963302752293578,0.5945701357466063,0.704630788485607,0.6856474258970359,0.6427884615384616,0.6610312764158919,0.6896024464831804,0.6383265856950068,0.6299536798764797,0.7542894140498544,0.6525166767738023,0.704236610711431,0.6470588235294117,0.6543264942016057,0.6073271413828689,0.6296675191815857,0.6215195847097688,0.7528294998174516,0.684354272337105,0.6782963298595378,0.6044857768052517,0.692114357524348,0.6654255319148935,0.5362142422398052,0.6754807692307693,0.640074211502783,0.7165775401069518,0.6411974977658623,0.641846921797005,0.6528345996493279,0.6744913928012519,0.6705133306804616,0.6288109756097561,0.6801899007337073,0.7069965210668729,0.7182028410967954,0.6345971563981042,0.6163855421686748,0.638749302065885,0.72613849033063,0.6437908496732027,0.7040951122853368,0.6625626994984041,0.703472840605521,0.6750713606089439,0.6463104325699746,0.6699266503667483,0.6467991169977925,0.6505966587112172,0.6780136163396075,0.6507557677008751,0.6352636127917026,0.6756535947712419,0.696942844483828,0.6363636363636364,0.6424216027874564,0.6986151603498543,0.6686006825938566,0.6169544740973313,0.6753868828297716,0.590625,0.6191796008869179,0.6406869220607662,0.7161330049261084,0.6541565778853914,0.6201209455744915,0.6596434359805511,0.6348057882711348
